Year,Month,Month Start Date,Community,Total Complaints,Total Number of Callers,data_as_of,data_loaded_at
2020,8,2020/08/01,Brisbane,369,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Orinda,44,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,Menlo Park,1379,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,9,2021/09/01,San Bruno,982,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Woodside,1533,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Pacifica,1012,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,South San Francisco,212,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Pacifica,769,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Los Altos Hills,937,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Brisbane,304,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,8,2022/08/01,Santa Cruz,11090,63,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Foster City,79,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Scotts Valley,3854,23,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Boulder Creek,15,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,12,2022/12/01,Redwood City,791,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Capitola,28,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Montara,733,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,Felton,259,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Los Altos,11998,110,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Woodside,2396,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,8,2019/08/01,Scotts Valley,13121,66,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,8,2019/08/01,Daly City,1164,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Atherton,250,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,San Mateo,599,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,8,2023/08/01,San Francisco,2931,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,4,2023/04/01,San Mateo,127,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,8,2023/08/01,Alameda,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,Los Gatos,7546,45,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Capitola,79,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,Palo Alto,27104,120,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,Woodside,1634,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,8,2022/08/01,Scotts Valley,5539,29,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,8,2022/08/01,Capitola,305,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,9,2022/09/01,East Palo Alto,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,8,2023/08/01,Oakland,3429,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Scotts Valley,2453,21,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Belmont,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Mountain View,3691,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Palo Alto,13270,103,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Fremont,135,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Los Altos,4962,46,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,San Mateo,1273,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Ben Lomond,71,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Redwood City,1784,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,8,2019/08/01,Boulder Creek,248,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Brisbane,1166,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Aptos,204,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,2,2021/02/01,Palo Alto,18325,123,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Los Altos Hills,1687,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Alameda,79,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Brisbane,373,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,6,2021/06/01,San Mateo,883,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Soquel,4686,35,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Half Moon,24,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,South San Francisco,207,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,Portola Valley,17057,26,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Hillsborough,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Boulder Creek,89,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,Millbrae,5,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Berkeley,1067,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Menlo Park,1289,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,Berkeley,1577,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,Felton,349,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Berkeley,837,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Menlo Park,850,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Sunnyvale,21,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Montara,34,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,5,2022/05/01,Emerald Hills,780,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,Menlo Park,1511,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,Soquel,7833,59,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,Menlo Park,1112,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Moraga,380,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,South San Francisco,1272,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,9,2022/09/01,Emerald Hills,1149,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Scotts Valley,3864,25,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Soquel,3854,23,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,San Francisco,1547,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,Oakland,2900,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Boulder Creek,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Mountain View,4187,27,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,Capitola,481,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Millbrae,6,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,10,2020/10/01,Los Altos,8570,78,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,2,2021/02/01,Scotts Valley,3142,39,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Palo Alto,22614,131,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Redwood City,2575,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Woodside,1177,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Oakland,5201,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Palo Alto,26765,134,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Berkeley,1828,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Los Gatos,12011,91,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Daly City,1189,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Lafayette,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Santa Cruz,7019,38,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,2,2021/02/01,Cupertino,181,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,San Ramon,6,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Ben Lomond,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,6,2020/06/01,Los Altos,8063,95,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,Scotts Valley,3924,51,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Palo Alto,19244,122,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Orinda,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Bonny Doon,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Palo Alto,22089,102,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,San Mateo,348,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Atherton,1302,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Mountain View,2753,24,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Portola Valley,18636,23,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,Castro Valley,10,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Orinda,18,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Capitola,414,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,Portola Valley,16900,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,South San Francisco,54,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Oakland,2867,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,4,2023/04/01,South San Francisco,267,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,5,2023/05/01,Castro Valley,13,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,9,2023/09/01,Moraga,65,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,10,2021/10/01,Cupertino,593,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Berkeley,470,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Woodside,1247,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,5,2022/05/01,Los Altos Hills,1614,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,El Granada,919,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Berkeley,751,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,Foster City,78,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Capitola,100,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Belmont,30,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,San Mateo,980,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,Richmond,232,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,South San Francisco,7660,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Stanford,645,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Stanford,738,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Burlingame,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Alameda,176,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Burlingame,6,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Redwood City,338,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Redwood City,501,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Woodside,2249,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Foster City,1092,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Millbrae,147,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Richmond,3354,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Sunnyvale,50,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Millbrae,12,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Montara,565,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Los Altos Hills,1159,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,San Carlos,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Montara,477,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Moraga,356,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Emerald Hills,3720,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,10,2020/10/01,Berkeley,556,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Castro Valley,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Cupertino,168,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Richmond,3522,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Santa Clara,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Half Moon,9,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Alameda,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Hillsborough,6,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Boulder Creek,91,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,East Palo Alto,390,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,2,2021/02/01,Berkeley,625,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Atherton,1068,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Boulder Creek,9,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Montara,46,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,Richmond,2339,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Richmond,1854,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Ben Lomond,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Woodside,1770,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Danville,7,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Carmel Valley,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,El Granada,590,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Stanford,379,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Emerald Hills,629,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,East Palo Alto,30,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,5,2022/05/01,Ben Lomond,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,8,2022/08/01,Hillsborough,25,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,9,2022/09/01,Millbrae,21,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Hillsborough,85,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Aptos,16,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Watsonville,85,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,Richmond,1251,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,10,2020/10/01,Felton,110,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,1,2021/01/01,Alameda,94,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Hayward,59,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Castro Valley,18,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Richmond,225,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,Orinda,17,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Saratoga,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Aptos,21,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,Hillsborough,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,San Carlos,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Stanford,867,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Half Moon,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,San Carlos,65,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Hillsborough,15,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,8,2019/08/01,Saratoga,387,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Montara,364,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Foster City,269,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Morgan Hill,27,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,1,2021/01/01,Millbrae,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Montara,287,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,Atherton,298,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Felton,370,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Daly City,503,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,6,2020/06/01,Penngrove,7,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,Stanford,533,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Emerald Hills,2518,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Alameda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,Union City,97,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Berkeley,762,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Atherton,45,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,El Granada,326,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,9,2023/09/01,Cupertino,89,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,9,2021/09/01,Orinda,15,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Atherton,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,10,2021/10/01,East Palo Alto,12,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,Montara,325,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Burlingame,18,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Orinda,26,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Berkeley,537,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,Hayward,90,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Danville,32,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Alameda,155,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Richmond,1406,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,6,2021/06/01,San Bruno,882,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Watsonville,103,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,6,2021/06/01,Hayward,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Castro Valley,6,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Watsonville,143,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,10,2020/10/01,Belmont,116,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,Millbrae,27,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,4,2023/04/01,Burlingame,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,9,2023/09/01,Fremont,170,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Carmel Valley,14,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Cupertino,150,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,5,2022/05/01,Penngrove,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Burlingame,108,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,10,2021/10/01,Hayward,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Stanford,611,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,5,2023/05/01,Burlingame,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Santa Clara,8,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Watsonville,107,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Castro Valley,19,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Alameda,57,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,Watsonville,59,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Union City,253,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,2,2023/02/01,Half Moon,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,Lafayette,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,4,2023/04/01,Ben Lomond,13,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,El Granada,614,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,5,2023/05/01,Orinda,51,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Carmel Valley,16,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,12,2022/12/01,Union City,255,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Belmont,289,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Castro Valley,16,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,East Palo Alto,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Point Richmond,1116,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Moss Beach,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,2,2021/02/01,Burlingame,18,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
