Year,Month,Month Start Date,Community,Total Complaints,Total Number of Callers,data_as_of,data_loaded_at
2020,4,2020/04/01,Saratoga,216,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,Atherton,1697,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,Santa Clara,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,6,2021/06/01,Watsonville,100,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,San Jose,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,Sunnyvale,37,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,Watsonville,156,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,South San Francisco,19,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Atherton,599,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Millbrae,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,11,2020/11/01,Daly City,1210,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Half Moon,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Sunnyvale,59,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Boulder Creek,4,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,8,2022/08/01,Montara,190,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,2,2023/02/01,Walnut Creek,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Richmond,204,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,Cupertino,448,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,9,2022/09/01,San Jose,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,12,2022/12/01,Belmont,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Belmont,55,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,2,2023/02/01,Lafayette,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,1,2021/01/01,Burlingame,30,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,San Bruno,848,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,12,2022/12/01,Emerald Hills,652,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,Castro Valley,26,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,8,2019/08/01,Millbrae,13,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,10,2020/10/01,El Granada,532,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,10,2020/10/01,Stanford,432,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,1,2021/01/01,Sunnyvale,81,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Stanford,503,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Belmont,23,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Bonny Doon,27,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,Sunnyvale,41,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,Saratoga,180,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Felton,58,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,Boulder Creek,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,San Carlos,129,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,5,2023/05/01,Sunnyvale,1109,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Watsonville,69,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,9,2021/09/01,Carmel Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Woodside,1898,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Lafayette,71,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Stanford,791,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Cupertino,248,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,East Palo Alto,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,San Jose,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Hillsborough,30,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Saratoga,298,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,8,2019/08/01,Morgan Hill,166,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,Ben Lomond,32,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Orinda,11,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,East Palo Alto,15,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Foster City,14,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Ben Lomond,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Capitola,55,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Richmond,94,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Watsonville,67,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Aptos,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,9,2021/09/01,Ben Lomond,7,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,Felton,113,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,Orinda,10,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Alameda,2,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,12,2022/12/01,Felton,41,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Ben Lomond,4,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,10,2020/10/01,Carmel Valley,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,1,2021/01/01,San Bruno,19,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Montara,216,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Watsonville,62,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,9,2021/09/01,Castro Valley,22,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,San Carlos,60,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,Hayward,16,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,12,2022/12/01,Ben Lomond,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,9,2023/09/01,Richmond,170,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Alamo,6,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Campbell,7,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Orinda,14,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Daly City,1022,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Morgan Hill,37,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,Montara,312,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,Watsonville,71,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Walnut Creek,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,6,2020/06/01,Alameda,366,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,6,2020/06/01,Orinda,13,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,12,2022/12/01,East Palo Alto,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Capitola,38,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Union City,175,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Ben Lomond,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,5,2022/05/01,Belmont,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Brentwood,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,San Jose,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,Half Moon,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,San Ramon,2,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Penngrove,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,8,2022/08/01,Cupertino,30,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,El Granada,1007,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Ben Lomond,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Morgan Hill,155,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Brookdale,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Hillsborough,11,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,Mountain View,2970,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,El Granada,721,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,Alameda,41,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,2,2023/02/01,Palo Alto,19289,88,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,2,2023/02/01,Brisbane,230,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,2,2023/02/01,Belmont,128,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Emerald Hills,586,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Woodside,1106,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,2,2023/02/01,Emerald Hills,775,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Hillsborough,98,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,9,2023/09/01,Portola Valley,9765,33,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,Ben Lomond,9,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,1,2023/01/01,East Palo Alto,17,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Foster City,353,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,3,2023/03/01,Daly City,1489,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Soquel,3161,23,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Pacifica,1277,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Brisbane,300,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Portola Valley,7811,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Woodside,1884,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Palo Alto,21349,106,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,South San Francisco,217,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,8,2023/08/01,Castro Valley,8,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,Santa Cruz,11621,76,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Los Altos,12263,62,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Santa Cruz,13672,62,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,Capitola,1531,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,5,2023/05/01,Richmond,189,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,9,2023/09/01,Palo Alto,22005,119,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,9,2023/09/01,Brisbane,406,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,9,2021/09/01,Los Gatos,8184,54,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,8,2021/08/01,Burlingame,10,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Moraga,347,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Menlo Park,1234,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Emerald Hills,544,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Pacifica,1273,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Emerald Hills,778,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Brentwood,12,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Fremont,343,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,Alameda,5,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Redwood City,1247,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,8,2022/08/01,San Carlos,158,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Brisbane,352,12,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Santa Cruz,4528,34,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Castro Valley,49,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,San Francisco,5593,44,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Soquel,8744,56,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Scotts Valley,6867,45,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,Los Altos,6741,87,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,10,2021/10/01,South San Francisco,173,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Oakland,3147,15,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Watsonville,85,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Stanford,675,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Felton,80,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,Palo Alto,19529,104,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,South San Francisco,242,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,1,2021/01/01,Los Altos,9025,68,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,San Ramon,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,El Granada,584,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Palo Alto,17692,135,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,8,2023/08/01,Brisbane,339,21,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,Menlo Park,1197,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,9,2021/09/01,Los Altos,12679,73,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Palo Alto,22871,115,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Mountain View,3226,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,7,2023/07/01,Mountain View,2192,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,6,2023/06/01,Los Gatos,4519,31,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,11,2021/11/01,Millbrae,44,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Soquel,3499,38,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Mountain View,2382,22,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,Los Altos,10672,61,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,Portola Valley,16353,18,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,4,2022/04/01,San Bruno,1315,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Portola Valley,17289,25,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,San Francisco,2365,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Emerald Hills,746,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Menlo Park,1346,16,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Montara,5,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Capitola,102,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,Los Altos,5142,44,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,Brisbane,112,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Aptos,222,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,Felton,462,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,4,2020/04/01,Soquel,2692,47,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,12,2019/12/01,Palo Alto,34551,157,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,San Bruno,311,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Santa Cruz,14065,72,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,8,2023/08/01,Emerald Hills,955,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,1,2022/01/01,Redwood City,1564,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,2,2022/02/01,Soquel,3441,37,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,Soquel,5374,35,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,5,2022/05/01,Alameda,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,7,2022/07/01,San Bruno,174,5,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,9,2022/09/01,Soquel,6314,34,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,9,2022/09/01,San Francisco,2930,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,9,2022/09/01,Portola Valley,14582,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,10,2022/10/01,Pacifica,843,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Millbrae,27,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,10,2023/10/01,La Honda,1,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,San Francisco,2570,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Los Gatos,2548,27,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,11,2022/11/01,Menlo Park,1343,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,12,2022/12/01,Aptos,7,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,11,2023/11/01,Richmond,130,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Emerald Hills,1205,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,San Mateo,307,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Orinda,319,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Brisbane,918,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,2,2020/02/01,San Mateo,850,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,3,2020/03/01,Sunnyvale,451,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,Brisbane,300,13,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,10,2019/10/01,Foster City,326,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,2,2021/02/01,Capitola,417,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,1,2021/01/01,San Francisco,2336,21,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Berkeley,859,4,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,4,2021/04/01,Boulder Creek,3,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Palo Alto,21811,128,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,San Mateo,575,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Los Gatos,6431,54,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Los Gatos,8325,53,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,6,2021/06/01,Los Altos Hills,1629,19,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,6,2021/06/01,Moraga,764,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Woodside,1715,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,San Bruno,1551,8,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,Mountain View,2013,20,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,9,2022/09/01,San Carlos,119,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,11,2019/11/01,Woodside,2694,10,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,12,2020/12/01,San Mateo,282,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,3,2021/03/01,Menlo Park,1303,7,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,7,2021/07/01,Mountain View,3187,24,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,8,2019/08/01,San Francisco,6103,41,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,5,2020/05/01,South San Francisco,14,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Bonny Doon,12,2,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,6,2020/06/01,Pacifica,807,17,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,7,2020/07/01,Portola Valley,17197,29,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,8,2020/08/01,Palo Alto,21741,146,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Soquel,4779,43,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Santa Cruz,9292,71,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Felton,107,6,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,9,2020/09/01,Castro Valley,3,1,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,10,2020/10/01,Pacifica,711,14,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,8,2023/08/01,Santa Cruz,6939,41,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Mountain View,4203,25,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,3,2022/03/01,South San Francisco,349,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,12,2021/12/01,Menlo Park,1502,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2022,6,2022/06/01,Scotts Valley,5289,30,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2023,12,2023/12/01,Los Gatos,2930,28,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,1,2024/01/01,Los Altos Hills,635,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,South San Francisco,44,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2024,2,2024/02/01,Foster City,76,11,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2020,1,2020/01/01,South San Francisco,186,9,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,Los Altos,17125,125,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2019,9,2019/09/01,San Carlos,62,3,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
2021,5,2021/05/01,Santa Cruz,10399,63,2024/03/28 10:07:28 AM,2024/03/28 10:17:28 AM
